premise,hypothesis,label
The economy is shacking and affecting China.,The economy is a system .,entailment
Men singing blues in one of the lovely orchestra episodes courtesy of Shell corporation of America.,The courtesy is politeness .,entailment
Men singing blues in one of the lovely orchestra episodes courtesy of Shell corporation of America.,The courtesy is taken .,contradiction
Men singing blues in one of the lovely orchestra episodes courtesy of Shell corporation of America.,The courtesy is a remark .,contradiction
Men singing blues in one of the lovely orchestra episodes courtesy of Shell corporation of America.,A spokesman declines the courtesy .,contradiction
Men singing blues in one of the lovely orchestra episodes courtesy of Shell corporation of America.,A person forgets the courtesy .,neutral
Men singing blues in one of the lovely orchestra episodes courtesy of Shell corporation of America.,A person grooms the courtesy .,contradiction
Men singing blues in one of the lovely orchestra episodes courtesy of Shell corporation of America.,The courtesy is a manner .,neutral
Men singing blues in one of the lovely orchestra episodes courtesy of Shell corporation of America.,One comes the courtesy .,contradiction
A crane is being used in the construction or destruction of a building along with a worker spraying water at the building.,A leader concedes the destruction .,contradiction
A crane is being used in the construction or destruction of a building along with a worker spraying water at the building.,The destruction violates an order .,neutral
A crane is being used in the construction or destruction of a building along with a worker spraying water at the building.,The destruction is a percent certain .,contradiction
A crane is being used in the construction or destruction of a building along with a worker spraying water at the building.,The destruction is a termination .,entailment
A crane is being used in the construction or destruction of a building along with a worker spraying water at the building.,Authorities take the destruction .,contradiction
A crane is being used in the construction or destruction of a building along with a worker spraying water at the building.,The destruction is an ending .,neutral
A crane is being used in the construction or destruction of a building along with a worker spraying water at the building.,The destruction is carried out .,neutral
Well i think there amish but there carrying maybe a cellphone or walkie talkie.,A person loves the talkie .,neutral
Well i think there amish but there carrying maybe a cellphone or walkie talkie.,A studio is in theater with the talkie .,contradiction
Well i think there amish but there carrying maybe a cellphone or walkie talkie.,A person appears in the talkie .,contradiction
Well i think there amish but there carrying maybe a cellphone or walkie talkie.,The talkie has an effect .,contradiction
Well i think there amish but there carrying maybe a cellphone or walkie talkie.,The talkie is released in a set .,neutral
Well i think there amish but there carrying maybe a cellphone or walkie talkie.,The talkie is a movie .,contradiction
Three girls jumping outdoors in the suburbs.,A group emerges in the suburbs .,neutral
Three girls jumping outdoors in the suburbs.,Troops search the suburbs .,neutral
Three girls jumping outdoors in the suburbs.,Troops leave the suburbs .,neutral
Three girls jumping outdoors in the suburbs.,The suburbs are a residential district .,entailment
Three girls jumping outdoors in the suburbs.,A woman is killed in the suburbs .,neutral
Three girls jumping outdoors in the suburbs.,An index moves into the suburbs .,contradiction
A man in a black shirt is playing percussion on a set of empty five gallon buckets.,The percussion is seen as an evil .,neutral
A man in a black shirt is playing percussion on a set of empty five gallon buckets.,A person masters the percussion .,neutral
A man in a black shirt is playing percussion on a set of empty five gallon buckets.,The percussion levels out .,neutral
A man in a black shirt is playing percussion on a set of empty five gallon buckets.,A person feels the percussion .,neutral
A man in a black shirt is playing percussion on a set of empty five gallon buckets.,A judge orders the percussion .,contradiction
A man in a black shirt is playing percussion on a set of empty five gallon buckets.,The percussion is a detonation .,contradiction
A man in a black shirt is playing percussion on a set of empty five gallon buckets.,The percussion is a music .,neutral
Two baseball players are exchanging a handshake.,The handshake is called off .,neutral
Two baseball players are exchanging a handshake.,The handshake symbolizes a hope .,neutral
Two baseball players are exchanging a handshake.,The handshake is cold .,contradiction
Two baseball players are exchanging a handshake.,A deal is sealed with the handshake .,neutral
Two baseball players are exchanging a handshake.,A meeting begins with the handshake .,neutral
Two baseball players are exchanging a handshake.,The handshake is an acknowledgment .,entailment
An elderly lady sits among a bounty of food sipping a refreshing beverage while a large straw hat protects her from the sun's rays.,The bounty is an abundance .,entailment
An elderly lady sits among a bounty of food sipping a refreshing beverage while a large straw hat protects her from the sun's rays.,A military has the bounty .,contradiction
An elderly lady sits among a bounty of food sipping a refreshing beverage while a large straw hat protects her from the sun's rays.,The bounty is placed on a head .,contradiction
An elderly lady sits among a bounty of food sipping a refreshing beverage while a large straw hat protects her from the sun's rays.,A person condemns the bounty .,neutral
An elderly lady sits among a bounty of food sipping a refreshing beverage while a large straw hat protects her from the sun's rays.,A person adds more to the bounty .,neutral
